hptbid	plg	protoform	gloss	pages	mainpage	init	allofams	semclass	semclass2	tags	etyma_links
910	PTB	*s-nyak	pulverize / shatter / diminutive	323		*n	*nyak	tool		571?	571
911	PTB	*s-nyak	wet	323, 374		*n	*nyak	water		3567?	3567
912	PTB	*s-nyam	think	299		*n	*nyam	bodypart		250?,1403?	250,1403
913	PTB	*nye-s	punish	203, 291		*n	*nye	kinship		181?	181
914	PTB	*s-nyen	hurt / oppress	204, 290, 296		*n	*nyen	bodypart		181?	181
915	PTB	*nyey	younger sibling	206		*n	*nyey	kinship		2492?	2492
916	PTB	*s-n(y)ik ⪤ *s-n(y)ek	filth(y) / excrement	36, 346		*n	*n(y)ik ⪤ *n(y)ek	bodypart		2520,571?	2520,571
917	PTB	*s-nyit	squeeze	349, 355		*n	*nyit	tool		?	
918	PTB	*g/r-nyiːt	sleep / nod	36, 350		*n	*nyiːt	light		131	131
919	PTB	*n(y)u	mother	540		*n	*n(y)u	kinship		1621	1621
920	PTB	*s-nyuŋ	sad / ill / achy / tired	284		*n	*nyuŋ	bodypart		1845,2522	1845,2522
921	PTB	*d-ŋa	tooth	175		*ŋ	*ŋa	bodypart		634,633	634,633
922	PTB	*l/b-ŋa	five	130, 149, 162, 165, 166, 167, 170, 173, 251		*ŋ	*ŋa	number		1306,379	1306,379
923	PTB	*ŋa-n	goose	177, 259, 449		*ŋ	*ŋa	animal		2527	2527
924	PTB	*ŋa-y	1st person pronoun / self	1, 38, 162, 165, 167, 173, 174, 208, 231, 487		*ŋ	*ŋa	kinship		2530	2530
925	PLB	*ŋa²	fish	38, 40		*ŋ	*ŋa	animal		1455,1726	1455,1726
926	PLB	*ŋa²	five	477		*ŋ	*ŋa	number			
927	PLB	*s/ʔ-ŋa²	borrow / lend	38, 40		*ŋ	*ŋa	kinship			
928	PLB	*ʔ-ŋakᴸ	open wide	117, 242		*ŋ	*ŋak	place		?	
929	PTB	*s-ŋak	bird	317, 319	317	*ŋ	*ŋak	animal		1642	1642
930	PTB	*s-ŋak	plantain / banana	318		*ŋ	*ŋak	plant		2526	2526
931	PLB	*s-ŋakᴴ	plantain / banana	242		*ŋ	*ŋak	plant			
932	PTB	*s-ŋar	frost	390		*ŋ	*ŋar	cold		3565	3565
933	PTB	*ŋas	possess / keep	432		*ŋ	*ŋas	place		?	
934	PTB	*r-ŋaw	roast / fry	127, 128, 227		*ŋ	*ŋaw	light		2528	2528
935	PTB	*ŋaːw	ape	227		*ŋ	*ŋaːw	animal		2529	2529
936	PTB	*ŋay	small / inferior / offspring	209		*ŋ	*ŋay	kinship		90	90
937	PTB	*ŋəw	weep	185		*ŋ	*ŋəw	bodypart		1104	1104
938	PLB	*ŋəw¹	weep	182		*ŋ	*ŋəw	bodypart			
939	PTB	*s-ŋor	snore	400		*ŋ	*ŋor	noise		1784	1784
940	PTB	*s-ŋow	blue / green	223		*ŋ	*ŋow	light		2531	2531
941	PTB	*ŋoy	gentle / quiet	229		*ŋ	*ŋoy	noise		2532,1160?	2532,1160
942	PTB	*ŋra	meet	81		*ŋ	*ŋra	place		2533	2533
943	PTB	*ŋraŋ	contradict / deny	81		*ŋ	*ŋraŋ	kinship		2534	2534
944	PTB	*ŋrəw	dark / faded / withered	184		*ŋ	*ŋrəw	light		2535,19?	2535,19
945	PTB	*d-ŋul	silver	83, 414, 415, 424		*ŋ	*ŋul	tool		2536	2536
946	PTB	*d-ŋwa	goat	23		*ŋ	*ŋwa	animal		2538	2538
947	PTB	*ŋwa	cattle	63, 167, 170, 176		*ŋ	*ŋwa	animal			
948	PTB	*ŋwal	mix / stir	408		*ŋ	*ŋwal	tool		3524?	3524
949	PTB	*s-ŋʷ(y)a-t	star / moon	24, 26, 85, 332, 335		*ŋ	*ŋʷ(y)a	natural		3577	3577
950	PTB	*s-ŋya	fish	162, 165, 167, 169, 172, 475		*ŋ	*ŋya	animal			
951	PTB	*r/s-ŋ(y)a	borrow / lend	162, 168		*ŋ	*ŋ(y)a	kinship		2541	2541
952	PTB	*pa	search for / seek	24		*p	*pa	light		?	
953	PLB	*ʔ-pakᴴ	collapse	113		*p	*pak	place		?	
954	PTB	*r-pak	leaf	48, 317		*p	*pak	plant		821,708	821,708
955	PLB	*m-papᴴ	blanket	337		*p	*pap	tool	clothe	?	
956	PTB	*par	trade / buy / sell	391		*p	*par	kinship		2554	2554
957	PTB	*m-pat	vomit	330, 335, 442		*p	*pat	bodypart		1145	1145
958	PLB	*pat	flail / flap	330		*p	*pat	bodypart		?	
959	PLB	*C-patᴸ	vomit	315		*p	*pat	bodypart			
960	PTB	*pay	come / go	209		*p	*pay	place		?	
961	PTB	*r-pay	spleen	208, 221		*p	*pay	bodypart			
962	PTB	*paːy	conceive / pregnant	210		*p	*paːy	bodypart	reproductive	677	677
963	PTB	*pay ⪤ *bay	encircled / ringed / striped	208		*p	*pay ⪤ *bay	place		?	
964	PTB	*paːy ⪤ *baːy	lame / limp / askew	210, 221		*p	*paːy ⪤ *baːy	bodypart			6133
965	PTB	*peːr	flat / thin	386, 400, 426		*p	*peːr	bodypart		2557	2557
966	PTB	*pey	leg	205		*p	*pey	bodypart		?	
967	PTB	*pəw	grandfather	178		*p	*pəw	kinship			
968	PTB	*pəw	price	184		*p	*pəw	kinship		2583	2583
969	PLB	*pəw²	price	183		*p	*pəw	kinship			
970	PTB	*ʔ-pəy	grandmother	191, 201		*p	*pəy	kinship		2559	2559
971	PLB	*pəy²	rot / disintegrate	189		*p	*pəy	bodypart		?	
972	PTB	*pleŋ	flat surface / plank	281, 292, 296		*p	*pleŋ	place			
973	PTB	*ploŋ	burn	294		*p	*ploŋ	light		2562	2562
974	PTB	*ploŋ	run / flee	294		*p	*ploŋ	place		2563	2563
975	PTB	*plu	white / silver / money	71, 184		*p	*plu	light		1235	1235
976	PLB	*plu¹	white / silver / money	74, 180		*p	*plu	light			
977	PTB	*plyum	bee / wasp	531		*p	*plyum	animal		?	
978	PTB	*d-po	shield	204		*p	*po	tool		2565	2565
979	PTB	*s-pok	time / occasion	379		*p	*pok	natural		?	
980	PTB	*pop	hole / crack	381		*p	*pop	place		2081	2081
981	PTB	*d-pral	forehead	404, 405		*p	*pral	bodypart		384	384
982	PTB	*pral	cold / dry season	405		*p	*pral	cold		2568	2568
983	PTB	*praŋ	loud / bright	303		*p	*praŋ	light		?	
984	PLB	*ʔ-pray¹	spleen	73		*p	*pray	bodypart		1320?,1324?	1320,1324
985	PLB	*C-pretᴸ	be / be able	374, 376		*p	*pret	place		1820?,1452?	1820,1452
986	PLB	*prəy¹	untie	73		*p	*prəy	tool	clothe	?	
987	PTB	*pri	comb	26		*p	*pri	tool		1143	1143
988	PTB	*priŋ	bark (as dog)	280, 495		*p	*priŋ	noise		2571	2571
989	PLB	*priŋ¹/² ⪤ *pyiŋ¹/²	release / send forth	282		*p	*priŋ ⪤ *pyiŋ	place		?	
990	PTB	*pro	delight	204		*p	*pro	bodypart		2572	2572
991	PTB	*s-pro-k	come out / emerge / bring out	204, 480		*p	*pro	place		2573	2573
992	PTB	*p(r)ok	jump	378		*p	*p(r)ok	place		3035	3035
993	PTB	*prut	boil (v.)	364		*p	*prut	tool		2576	2576
994	PTB	*pru(w)	womb	199		*p	*pru(w)	bodypart	reproductive	1733,678	1733,678
995	PTB	*pryo-k	soft / boiled	205, 481		*p	*pryo	bodypart		2577	2577
996	PTB	*pu	male / father / grandfather	24		*p	*pu	kinship		1635,2582,2546?,1634?	1635,2582,2546,1634
997	PLB	*pu²	pumpkin / gourd	180		*p	*pu	plant		?	
998	PTB	*m-puk	shoot	357		*p	*puk	tool		?	
999	PLB	*m-pökᴴ	shoot	315		*p	*puk	tool			
1000	PTB	*puːk	belly / cave	358, 359, 360, 362		*p	*puːk ⪤ buːk	bodypart		2107,2105?,164,2106	2107,2105,164,2106
1001	PTB	*pun	wrap / cover / wear	495		*p	*pun	tool	clothe	2579,2180?	2579,2180
1002	PTB	*pun ⪤ *pin	skin	418		*p	*pun ⪤ *pin	bodypart	clothe	591	591
1003	PTB	*m-pup	satiated	369		*p	*pup	bodypart		100	100
1004	PTB	*m-pup	turn over / search for / seek	337, 369		*p	*pup	light		?	
1005	PTB	*pur ⪤ *pir	fly (v.)	385, 397, 402, 501, 505, 509		*p	*pur ⪤ *pir	place		2580	2580
1006	PTB	*pur ⪤ *pwar	butterfly	398		*p	*pur ⪤ *pwar	animal		?	
1007	PTB	*put	burn / raze	364		*p	*put	light		2576?	2576
1008	PTB	*put-s	knee	364, 368, 436, 505		*p	*put	bodypart		432,435,436,566?	432,435,436,566
1009	PTB	*g-pʷa ⪤ *r-pʷa	bamboo	61, 62, 134, 162, 175, 305, 387		*p	*pʷa	plant		2549	2549
1010	PTB	*k/s-pʷa	hoof	61		*p	*pʷa	animal			
1011	PTB	*pʷa	man / father / husband / person	165, 166, 170, 172, 173, 175		*p	*pʷa	kinship		2546	2546
1012	PTB	*pʷa	patch / sew	61		*p	*pʷa	tool	clothe	2548	2548
1013	PTB	*pʷa-n	palm / sole	173, 175, 446		*p	*pʷa	bodypart		776?	776
1014	PTB	*r-pʷa	axe	61, 127, 171, 172		*p	*pʷa	tool		?	
1015	PTB	*pʷa ⪤ *bʷa	grandmother	174		*p	*pʷa ⪤ *bʷa	kinship		2181	2181
1016	PTB	*pwak	half	321		*p	*pwak	number		2584	2584
1017	PTB	*pʷak	pig	61, 62, 96, 147, 318, 319, 328		*p	*pʷak	animal		1006	1006
1018	PLB	*pʷakᴸ	pig	319		*p	*pʷak	animal			
1019	PTB	*r-pʷak	palm / sole	61		*p	*pʷak	bodypart		776	776
1020	PTB	*s-pʷak	hide (v.)	61, 317, 321		*p	*pʷak	light		2550	2550
1021	PLB	*wakᴸ	pig	62		*p	*pʷak	animal			
1022	PTB	*s-pʷal	snow / ice / frost / hail	172, 408		*p	*pʷal	cold			
1023	PTB	*pʷam	belly	47, 61		*p	*pʷam	bodypart		137,673,2109	674,137,673,2109
1024	PLB	*m-pwam²/³	swollen / plump	249		*p	*pwam ⪤ *pwap	bodypart		163	163
1025	PLB	*C-pwapᴸ	swell up	315		*p	*pwam ⪤ *pwap	bodypart		163	163
1026	PTB	*pwan ⪤ *pwat	rub off / grind	519		*p	*pwan ⪤ *pwat	bodypart		?	
1027	PLB	*pwaŋ³	open	249		*p	*pwaŋ	place		?	
1028	PTB	*pʷaŋ	spin / spindle	61, 266, 269, 303		*p	*pʷaŋ	tool	clothe	2553	2553
1029	PTB	*pwa(ː)r	fire / burn / shine / white	402		*p	*pwa(ː)r	light		2135,2152	2135,2152
1030	PTB	*k-r-pʷat	leech	61, 83, 94, 129, 138, 141, 151, 332		*p	*pʷat	animal		2555	2555
1031	PTB	*pwaːy	husk / chaff	23, 213, 217		*p	*pwaːy	plant		2585	2585
1032	PLB	*pway²	husk / chaff	25		*p	*pwaːy	plant			
1033	PLB	*pwəy¹	gray / pale	213		*p	*pwəy	light		?	
1034	PTB	*pʷik	intestines / stomach	47, 344, 496		*p	*pʷik	bodypart		2105	2105
1035	PTB	*pwi(y)-n	female (human or animal)	197, 201, 448		*p	*pwi(y)-n	kinship		1622	1622
1036	PTB	*pʷu	intestines	198		*p	*pʷu	bodypart		2103	2103
1037	PTB	*pʷul ⪤ *pʷil	skin	280, 501		*p	*pʷul ⪤ *pʷil	bodypart	clothe		591
1038	PTB	*pʷum	lay eggs / hatch / incubate	57		*p	*pʷum	animal		88,304	304,88
1039	PLB	*pyak	fold up / turn up	323		*p	*pyak	place		?	
1040	PTB	*s-pyak	destroyed / ruined	323		*p	*pyak	bodypart		176?	176
1041	PLB	*pyaŋ¹/²	clear away / disentangle	264		*p	*pyaŋ	tool		?	
1042	PLB	*pyapᴴ	turn over	337		*p	*pyap	place			
1043	PTB	*pyen ⪤ *pyet	fart	518		*p	*pyen ⪤ *pyet	noise		312	312
1044	PTB	*pyin ⪤ *pyit	untie / loosen	520		*p	*pyin ⪤ *pyit	tool	clothe	?	
1045	PTB	*py(w)ak	sweep / broom	66, 85, 128, 323, 527		*p	*py(w)ak	tool		2587	2587
1046	PLB	*ʔ-ra¹	winnow	163		*r	*ra	plant		2329?	2329
1047	PTB	*d-ra-t	cut	145		*r	*ra	tool		3564	3564
1048	PTB	*g-ra	fishbone / spine	173		*r	*ra	bodypart		237?	237
1049	PLB	*g-ra²	buckwheat	163		*r	*ra	plant		?	
1050	PTB	*k-ra	strength / win	170		*r	*ra	bodypart		158	158
1051	PTB	*ra	humans (classifier)	170		*r	*ra	kinship			
1052	PTB	*ra-y ⪤ *wa-y	fontanelle	486		*r	*ra	bodypart	reproductive	1198,1197?	1198,1197
1053	PLB	*ra²	fontanelle	163		*r	*ra	bodypart	reproductive		
1054	PLB	*ra²	humans (classifier)	43		*r	*ra	kinship			
1055	PLB	*ra³	get / obtain	41, 42, 43, 163		*r	*ra	place		158	158
1056	PTB	*s-ra	place	78, 173		*r	*ra	place		?	
1057	PTB	*s/m-ra-ŋ	horse	177		*r	*ra	animal			
1058	PLB	*ʔ-rakᴸ	rock / stone	319		*r	*rak	natural			
1059	PTB	*b-rak	rock / stone	318		*r	*rak	natural		2166	2166
1060	PTB	*k-rak	fowl / chicken	317, 319, 327	317	*r	*rak	animal		1606	1606
1061	PLB	*k-rakᴴ	fowl / chicken	53, 61, 138, 146		*r	*rak	animal			
1062	PLB	*k-rakᴴ	gather together, scoop together	319		*r	*rak	place		2325?	2325
1063	PLB	*rakᴸ	weave / drive / chase	41, 42, 43, 61, 146, 315, 319		*r	*rak	tool	clothe	2686	2686
1064	PTB	*g-ral	equal / line up / connect in a row	422		*r	*ral	number		3473?,2603?	3473,2603
1065	PTB	*g-raːl ⪤ *g-ran ⪤ *ray	enemy / fight / quarrel / strife / sword / war	44, 48, 261, 387, 388, 404, 407, 423, 425, 516		*r	*raːl ⪤ *ran ⪤ *ray	kinship		2596	2596
1066	PTB	*g-ram	indigo	299		*r	*ram	light		?	
1067	PTB	*ram	forest / jungle / field / country	299		*r	*ram	plant		?	6093
1068	PTB	*s-ram	otter	102, 191		*r	*ram	animal			
1069	PTB	*b-raŋ ⪤ *g-raŋ	chest / breast	146		*r	*raŋ	bodypart		288	288
1070	PTB	*b-raŋ ⪤ *s-raŋ	morning	263		*r	*raŋ	light		144,2569	144,2569
1071	PTB	*k-m-raŋ ⪤ *s-raŋ	horse	80, 102, 121, 267	267	*r	*raŋ	animal		1431	1431
1072	PTB	*m-raŋ	high / long	80, 267		*r	*raŋ	place			
1073	PLB	*raŋ²	green vegetable / cabbage / mustard	265		*r	*raŋ	plant		71?	71
1074	PLB	*raŋ² ⪤ *waŋ²	earring	265		*r	*raŋ ⪤ *waŋ	tool		?	
1075	PLB	*ʔ-rapᴸ	stand	35, 56, 315, 339, 530		*r	*rap	bodypart		145	145
1076	PTB	*g-rap	fireplace	336		*r	*rap	light		2599	2599
1077	PTB	*s-raːp	graze / almost hit / passing close	340		*r	*raːp	place		?	
1078	PTB	*k-rap ⪤ *k-ram	needle	336, 517		*r	*rap ⪤ *ram	tool	clothe		
1079	PLB	*k-rapᴴ	needle	337		*r	*rap ⪤ *ram	tool	clothe		
1080	PTB	*b-ras	bear fruit / rice	432, 437		*r	*ras	plant		2071,2600	2071,2600
1081	PTB	*g-ras	class / category	437		*r	*ras	natural		2071?	2071
1082	PTB	*raw	withered / residue / corpse	225		*r	*raw	bodypart		19,2535?,12?	19,2535,12
1083	PTB	*b-ray-t	fear	132, 207		*r	*ray	bodypart		2602	2602
1084	PTB	*g-ray	god	48, 209, 212		*r	*ray	kinship		?	
1085	PTB	*ray	things / stuff (n.)	209, 212		*r	*ray	natural			
1086	PTB	*s-ray	pluralizer	209, 212		*r	*ray	kinship			
1087	PTB	*ray ⪤ *way	copula / nominalizer / subordinator	35, 47, 209, 221, 482, 510		*r	*ray ⪤ *way	place		1821	1821
1088	PTB	*s-ray ⪤ *s-yay ⪤ *s-way	bold / heroic	209		*r	*ray ⪤ *yay ⪤ *way	kinship		?	
1089	PTB	*s-ren	equal / line up / connect in a row	291, 296, 311		*r	*ren	number		2603	2603
1090	PTB	*b-rey	buy / barter	49, 132, 205, 216, 511		*r	*rey	kinship		2606,2402?	2606,2402
1091	PTB	*rey	cane / rattan / rope	48, 206, 217, 218		*r	*rey	plant		533,2605,2635	6126,533,2605,2635
1092	PTB	*rey	language / speech	205		*r	*rey	bodypart		?	
1093	PLB	*rəw²	bone	35, 42, 43, 477		*r	*rəw	bodypart			
1094	PLB	*m-k-rəy¹	skin / outer covering	189		*r	*rəy	bodypart	clothe	596	596
1095	PTB	*rəy	water	250		*r	*rəy	water		1013	1013
1096	PLB	*rəy¹	water	42, 43, 189, 213		*r	*rəy	water			1013
1097	PTB	*b-rəy ⪤ *b-ris ⪤ *rit ⪤ *riːn	draw / write / count	132, 441		*r	*rəy ⪤ *ris ⪤ *rit ⪤ riːn	number		2616	2616
1098	PLB	*rəy¹/³	write / count	43		*r	*rəy ⪤ *ris ⪤ *rit ⪤ riːn	number			
1099	PTB	*ri	gleet / purulent discharge / rot	145, 186		*r	*ri	bodypart	reproductive	2607	2607
1100	PTB	*s-rik ⪤ *s-ryak	pheasant / partridge	78, 324, 328, 343, 346, 347, 371, 507, 527		*r	*rik ⪤ *ryak	animal		2610	2610
1101	PTB	*s-ril	choose / be fastidious	410		*r	*ril	bodypart		2127?	6188,2127
1102	PTB	*riːl	belly / stomach / intestines	44, 385, 387, 412, 413, 426		*r	*riːl	bodypart		2127	2127
1103	PTB	*s-ril ⪤ *s-gril	move / roll	410, 411		*r	*ril ⪤ *gril	place		?	
1104	PTB	*b-rim	distribute	305		*r	*rim	tool		?	
1105	PTB	*ri(ː)m	cane / rattan	43, 271		*r	*ri(ː)m	plant		2611,2635?	2611,2635
1106	PTB	*d-rin	compassion / love	306		*r	*rin	kinship		?	
1107	PTB	*b-riŋ	bark (as dog)	132		*r	*riŋ	noise			
1108	PTB	*riŋ	sun / sunshine	281		*r	*riŋ	light		?	
1109	PTB	*s-riŋ	long	280, 282, 296		*r	*riŋ	place		1011,2612	1011,2612
1110	PTB	*s-riŋ ⪤ *s-r(y)aŋ	alive / green / raw / give birth / be born	29, 78, 282, 283, 307, 506, 528		*r	*riŋ ⪤ *r(y)aŋ	bodypart	reproductive	71	71
1111	PTB	*g/s-rip	shade / shadow	353		*r	*rip	light		2614	2614
1112	PLB	*ʔ-ritᴸ	eight	56, 151, 315, 351, 506		*r	*rit	number			
1113	PTB	*riːt	reap	350		*r	*riːt	plant		1460,2615	1460,2615
1114	PLB	*riːtᴸ	reap	41, 42, 43		*r	*riːt	plant			
1115	PTB	*d-ri(y)	dirt / filth / ordure / stench	145, 193		*r	*ri(y)	bodypart		2617,2336?,676?	2617,2336,676
1116	PLB	*k-ri(y)²	big	190		*r	*ri(y)	place		?	
1117	PTB	*s-ri(y)-t	copula / be / existence	186, 350, 502		*r	*ri(y)	place		?	
1118	PLB	*k-roŋ¹	cat / wildcat	138		*r	*roŋ	animal		2618	2618
1119	PTB	*s/k-roŋ	cat / wildcat	294		*r	*roŋ	animal			
1120	PTB	*s-row	nit	224		*r	*row	animal		1172,2619	1172,2619
1121	PTB	*row ⪤ *raw	pine / fir	224, 226, 515		*r	*row ⪤ *raw	plant		2620	2620
1122	PTB	*ru	crazy	181		*r	*ru	bodypart		?	6094
1123	PLB	*ru²	crazy	180		*r	*ru	bodypart			6095
1124	PLB	*s-ru²	squirrel (flying)	180		*r	*ru	animal		?	
1125	PTB	*d-k-ruk	six	44, 140, 145, 148, 149, 357, 360, 361, 363		*r	*ruk	number			
1126	PLB	*k-rukᴴ	pick up	96		*r	*ruk	tool		?	
1127	PTB	*m-ruk	monkey	145		*r	*ruk	animal			
1128	PTB	*s-g-ruk	pick up	357		*r	*ruk	tool			
1129	PTB	*m-ruːk	steal	80		*r	*ruːk	kinship		2622	2622
1130	PTB	*s-b/m-ruːl	snake	43, 44, 80, 81, 83, 134, 151, 235, 385, 387, 388, 414, 417, 424, 426	385	*r	*ruːl	animal		2623	2623
1131	PTB	*d-rum	long for / pine for	141, 272		*r	*rum	bodypart		2625	2625
1132	PTB	*rum ⪤ *rim	dark / shade / dusk	273, 308, 498		*r	*rum ⪤ *rim	light		2624	2624
1133	PTB	*g-ruŋ	horn / corner	145, 496, 514		*r	*ruŋ ⪤ rwa(ŋ)	bodypart		2008	2008
1134	PTB	*rwa(ŋ)	horn / corner	514		*r	*ruŋ ⪤ rwa(ŋ)	bodypart			
1135	PTB	*d/g-rup	sew	369		*r	*rup	tool	clothe		
1136	PTB	*s-rup	snuff up / sip	369, 495		*r	*rup	bodypart		2628	2628
1137	PTB	*s/m/g-rus	bone	44, 48, 102, 387, 435, 437, 442, 465, 477		*r	*rus	bodypart		232,234,233,235,237	232,234,233,235,237
1138	PTB	*b-rut	mischievous / rowdy / hooligan	364		*r	*rut	kinship		?	
1139	PTB	*s-rut	copula / be the case	502		*r	*rut	place			
1140	PTB	*rwa-s	rain	44, 387, 433		*r	*rwa	water		2080	2080
1141	PTB	*g/p-rwak	ant	94, 139, 321		*r	*rwak	animal		2631	2631
1142	PLB	*p-rwakᴴ	ant	154, 321		*r	*rwak	animal			
1143	PTB	*rwak	leaf	321		*r	*rwak	plant		2085	2085
1144	PLB	*rwakᴸ	pheasant	508		*r	*rwak	animal		2610?	2610
1145	PTB	*rwat	stiff / tough	332		*r	*rwat	bodypart		2633	2633
1146	PTB	*s-rwəy	slant / slope	195		*r	*rwəy	plant		2634	2634
1147	PLB	*s-rwəy¹	gold / yellow	191	191	*r	*rwəy	light		3496	3496
1148	PTB	*s-rwi(y)	cane / rattan / rope	197, 218		*r	*rwi(y)	plant			533
1149	PTB	*s-r(y)a	yam / potato	78, 173		*r	*r(y)a	plant		2592	2592
1150	PTB	*s-r(y)ak	a full day / spend the night	77, 323, 328		*r	*r(y)ak	light		2636	2636
1151	PTB	*s-r(y)ak	ashamed	29, 46, 78, 317, 326		*r	*r(y)ak	bodypart		2594	2594
1152	PTB	*s-ryak	grease / oil	323, 327		*r	*r(y)ak	bodypart		40	40
1153	PTB	*ryal	hail	405		*r	*ryal	cold		2638	2638
1154	PTB	*s-ryam	sharp	77, 299		*r	*ryam	tool		2639	2639
1155	PLB	*ʔ-rapᴸ	stand	35		*r	*r(y)ap	bodypart			
1156	PTB	*g-r(y)ap	stand	136, 342, 48, 339		*r	*r(y)ap	bodypart			
1157	PLB	*ray¹	laugh	42, 41, 42, 43		*r	*r(y)ay ⪤ *r(y)a	bodypart			
1158	PTB	*r(y)ay ⪤ *r(y)a-t(s)	laugh	12, 170, 172, 208, 212, 334, 456, 463, 464, 487		*r	*r(y)ay ⪤ *r(y)a	bodypart		1108	1108
1159	PTB	*s-r(y)ik	louse	29, 78, 102, 153, 344, 347, 527, 537		*r	*r(y)ik	animal		2609	2609
1160	PTB	*g-ryum	salt	134, 272, 275		*r	*ryum	natural			
1161	PTB	*s-ryut	inferior / fallen / worse	364		*r	*ryut	place		2645	2645
1162	PTB	*r-sa	vein / sinew	127, 128, 129, 162, 166		*s	*sa	bodypart		?	
1163	PTB	*sa	earth / ground / soil / sand	176		*s	*sa	place		?	
1164	PTB	*sa-y	inchoative particle	488		*s	*sa	place		?	
1165	PLB	*sa¹	clear / bright / pleasant	428		*s	*sa	light			
1166	PTB	*m-sak	itch	317		*s	*sak	bodypart		1457	1457
1167	PTB	*r-sak	breath(e) / life	144, 233, 317, 326, 537		*s	*sak	bodypart		32,292,81?	32,292,81
1168	PTB	*sak	rough	318		*s	*sak	bodypart		1839	1839
1169	PLB	*C-sakᴸ	breath(e) / life	181		*s	*sak	bodypart			
1170	PTB	*g-sal	clear / bright / pleasant	404, 405, 428		*s	*sal	light		156	156
1171	PTB	*m-sam	breath / voice	252, 532		*s	*sam ⪤ *sem	bodypart		66	66
1172	PTB	*sem-s	soul / mind / heart / spirit / breath	311, 537		*s	*sam ⪤ *sem	bodypart		66	66
1173	PLB	*san¹/²	louse	261		*s	*san	animal			
1174	PTB	*r-saŋ	lizard	127		*s	*saŋ	animal		2653	2653
1175	PTB	*sap	wedge	336, 342		*s	*sap	tool		?	
1176	PLB	*sapᴴ	rub / stroke	337		*s	*sap	bodypart		?	
1177	PTB	*g-sar	new / fresh	385, 386, 387, 391		*s	*sar	natural		2651	2651
1178	PTB	*sar	new	402		*s	*sar	natural			
1179	PTB	*g/b-sat	kill	12, 31, 136, 330, 335		*s	*sat	tool		1018	1018
1180	PTB	*saːw	fat / grease / oil	32, 56, 225, 226, 227		*s	*saːw	bodypart		60	60
1181	PTB	*sep	scale (of fish or reptile)	353, 376		*s	*sep	bodypart		1454	1454
1182	PLB	*sepᴴ	scale (of fish or reptile)	316		*s	*sep	bodypart			
1183	PTB	*ser	hail / sleet	399, 402		*s	*ser	cold		?	
1184	PTB	*b-sey	rhinoceros	220		*s	*sey	animal		?	
1185	PTB	*sey	fruit / rose / round object	31, 33, 129, 206	206	*s	*sey	plant		1019	1019
1186	PTB	*səw-t	cough	199, 462		*s	*səw	bodypart		1794?	1794
1187	PLB	*səw¹/²	testicles / virility	182		*s	*səw	bodypart	reproductive	642	642
1188	PTB	*səy	die	32, 34, 189, 194, 201, 442, 475		*s	*səy	bodypart		27,3312	27,3312
1189	PLB	*səy¹	die	27		*s	*səy	bodypart			
1190	PTB	*g-sik	new	144, 344		*s	*sik	natural		?	6178
1191	PTB	*sik	pinch / twist	344		*s	*sik	tool		179	179
1192	PTB	*m-sin	liver / bitter	31, 33, 34, 56, 64, 119, 124, 134, 141, 154, 277, 291, 296, 306, 475		*s	*sin	bodypart		1390	1390
1193	PTB	*sin	body / owner / agentive nominalizer	278, 306, 449		*s	*sin	bodypart		1390?	1390
1194	PLB	*sin¹ ⪤ *tsin¹	liver / bitter	31		*s	*sin	bodypart			
1195	PLB	*sikᴴ	tree	315		*s	*siŋ ⪤ *sik	plant		2658	2658
1196	PTB	*siŋ ⪤ *sik	tree / wood	32, 33, 34, 282, 283, 347, 475, 524, 528		*s	*siŋ ⪤ *sik	plant			
1197	PLB	*C-sipᴸ	thirsty	353		*s	*sip	water		101	101
1198	PTB	*sit	whistle	349		*s	*sit	noise		?	
1199	PTB	*m-si-t	comb / rake (v.)	460		*s	*si(y)	tool			
1200	PTB	*m-si(y)	comb / rake (v.)	193		*s	*si(y)	tool		1219	1219
1201	PTB	*m-sow	arise / awake(n)	56, 117, 223		*s	*sow	light		142	142
1202	PTB	*soy	graze / almost hit / passing close	228		*s	*soy	place		2662	2662
1203	PTB	*sram or *s-ram	otter	69, 77, 102, 150, 250, 257		*s	*sram	animal		2595	2595
1204	PLB	*sram¹	otter	255		*s	*sram	animal			
1205	PTB	*srel	breed / bring up	422		*s	*srel	kinship		?	
1206	PTB	*sriŋ	sister / matrilineal lineage	77, 307		*s	*sriŋ	kinship		2664	2664
1207	PTB	*sru(w)	aunt / elder sister	77, 198, 475		*s	*sru(w)	kinship		2665	2665
1208	PLB	*su¹	who / remote 3rd person pronoun	3, 180		*s	*su	kinship		?	
1209	PLB	*su²	resemble	180, 199		*s	*su	kinship		?	
1210	PTB	*g-sum	three	32, 33, 56, 135, 149, 272, 275, 308		*s	*sum	number		2666	2666
1211	PTB	*b-suŋ ⪤ *b-saŋ	smell / scent / fragrant	288, 482, 513		*s	*suŋ ⪤ *saŋ	bodypart		1417	1417
1212	PTB	*suːr ⪤ *swaːr	sour / be acid	85, 384, 398, 402, 426, 449, 475, 514		*s	*suːr ⪤ *swaːr	bodypart		2668	6079,2668
1213	PTB	*sut ⪤ *sit	wipe / sweep	366, 502		*s	*sut ⪤ *sit	tool		2678?	2678
1214	PLB	*sutᴴ ⪤ *sitᴴ	wipe / sweep	315, 502		*s	*sut ⪤ *sit	tool			
